timestamp(ms),RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,StprPos,mGyA,RawGA,RwGyA,SmRCA,SmyA,awGyA,SmRrC,
"1666701859,426","1,73","6,27",,,,,,,,,,,,
"1666701859,428",,,"1,73","1,73",,,,,,,,,,
"1666701859,432",,,,,"1,73",,,,,,,,,
"1666701859,437","1,73",,,,,,,,,,,,,
"1666701859,447","1,73",,,,,,,,,,,,,
"1666701859,457","1,73",,,,,,,,,,,,,
"1666701859,467","1,73",,,,,,,,,,,,,
"1666701859,477","1,73",,,,,,,,,,,,,
"1666701859,486","1,73","6,27",,,,,,,,,,,,
"1666701859,489",,,"1,73","1,73",,,,,,,,,,
"1666701859,492",,,,,"1,73",,,,,,,,,
"1666701859,497","1,73",,,,,,,,,,,,,
"1666701859,507","1,73",,,,,,,,,,,,,
"1666701859,517","1,73",,,,,,,,,,,,,
"1666701859,527","1,73",,,,,,,,,,,,,
"1666701859,537","1,73",,,,,,,,,,,,,
"1666701859,546","1,73","6,27",,,,,,,,,,,,
"1666701859,549",,,"1,73","1,73",,,,,,,,,,
"1666701859,552",,,,,"1,73",,,,,,,,,
"1666701859,557","1,73",,,,,,,,,,,,,
"1666701859,567","1,73",,,,,,,,,,,,,
"1666701859,577","1,73",,,,,,,,,,,,,
"1666701859,587","1,73",,,,,,,,,,,,,
"1666701859,597","1,73",,,,,,,,,,,,,
"1666701859,606","1,73","6,27",,,,,,,,,,,,
"1666701859,608",,,"1,73","1,73",,,,,,,,,,
"1666701859,612",,,,,"1,73",,,,,,,,,
"1666701859,617","1,73",,,,,,,,,,,,,
"1666701859,627","1,73",,,,,,,,,,,,,
"1666701859,637","1,73",,,,,,,,,,,,,
"1666701859,647","1,73",,,,,,,,,,,,,
"1666701859,657","1,73",,,,,,,,,,,,,
"1666701859,666","1,73","6,27",,,,,,,,,,,,
"1666701859,668",,,"1,73","1,73",,,,,,,,,,
"1666701859,672",,,,,"1,73",,,,,,,,,
"1666701859,677","1,73",,,,,,,,,,,,,
"1666701859,687","1,73",,,,,,,,,,,,,
"1666701859,697","1,73",,,,,,,,,,,,,
"1666701859,707","1,73",,,,,,,,,,,,,
"1666701859,717","1,73",,,,,,,,,,,,,
"1666701859,726","1,73","6,27",,,,,,,,,,,,
"1666701859,729",,,"1,73","1,73",,,,,,,,,,
"1666701859,732",,,,,"1,73",,,,,,,,,
"1666701859,737","1,73",,,,,,,,,,,,,
"1666701859,747","1,73",,,,,,,,,,,,,
"1666701859,757","1,73",,,,,,,,,,,,,
"1666701859,767","1,73",,,,,,,,,,,,,
"1666701859,777","1,74",,,,,,,,,,,,,
"1666701859,786","1,74","6,27",,,,,,,,,,,,
"1666701859,789",,,"1,74","1,73",,,,,,,,,,
"1666701859,792",,,,,"1,73",,,,,,,,,
"1666701859,797","1,74",,,,,,,,,,,,,
"1666701859,807","1,74",,,,,,,,,,,,,
"1666701859,817","1,74",,,,,,,,,,,,,
"1666701859,827","1,74",,,,,,,,,,,,,
"1666701859,837","1,73",,,,,,,,,,,,,
"1666701859,846","1,74","6,27",,,,,,,,,,,,
"1666701859,848",,,"1,74","1,73",,,,,,,,,,
"1666701859,852",,,,,"1,73",,,,,,,,,
"1666701859,859",,,,,,"4,37",,,,,,,,
"1666701859,867","1,74",,,,,,,,,,,,,
"1666701859,877","1,74",,,,,,,,,,,,,
"1666701859,887","1,74",,,,,,,,,,,,,
"1666701859,897","1,74",,,,,,,,,,,,,
"1666701859,907","1,74",,,,,,,,,,,,,
"1666701859,916","1,74","0,27",,,,,,,,,,,,
"1666701859,918",,,"1,74",,,,,,,,,,,
"1666701859,919",,,,"1,73",,,,,,,,,,
"1666701859,922",,,,,"1,73",,,,,,,,,
"1666701859,927","1,74",,,,,,,,,,,,,
"1666701859,937","1,74",,,,,,,,,,,,,
"1666701859,947","1,74",,,,,,,,,,,,,
"1666701859,957","1,74",,,,,,,,,,,,,
"1666701859,967","1,74",,,,,,,,,,,,,
"1666701859,976","1,74","6,27",,,,,,,,,,,,
"1666701859,979",,,"1,74","1,73",,,,,,,,,,
"1666701859,982",,,,,"1,73",,,,,,,,,
"1666701859,987","1,74",,,,,,,,,,,,,
"1666701859,997","1,74",,,,,,,,,,,,,
"1666701860,007","1,74",,,,,,,,,,,,,
"1666701860,017","1,74",,,,,,,,,,,,,
"1666701860,027","1,73",,,,,,,,,,,,,
"1666701860,036","1,74","6,27",,,,,,,,,,,,
"1666701860,038",,,"1,74","1,73",,,,,,,,,,
"1666701860,042",,,,,"1,73",,,,,,,,,
"1666701860,047","1,74",,,,,,,,,,,,,
"1666701860,057","1,73",,,,,,,,,,,,,
"1666701860,067","1,73",,,,,,,,,,,,,
"1666701860,077","1,74",,,,,,,,,,,,,
"1666701860,087","1,74",,,,,,,,,,,,,
"1666701860,096","1,74","6,27",,,,,,,,,,,,
"1666701860,098",,,"1,74","1,73",,,,,,,,,,
"1666701860,102",,,,,"1,73",,,,,,,,,
"1666701860,107","1,74",,,,,,,,,,,,,
"1666701860,117","1,74",,,,,,,,,,,,,
"1666701860,127","1,74",,,,,,,,,,,,,
"1666701860,137","1,74",,,,,,,,,,,,,
"1666701860,147","1,74",,,,,,,,,,,,,
"1666701860,156","1,74","6,27",,,,,,,,,,,,
"1666701860,159",,,"1,74","1,74",,,,,,,,,,
"1666701860,162",,,,,"1,73",,,,,,,,,
"1666701860,167","1,74",,,,,,,,,,,,,
"1666701860,177","1,74",,,,,,,,,,,,,
"1666701860,187","1,73",,,,,,,,,,,,,
"1666701860,197","1,73",,,,,,,,,,,,,
"1666701860,207","1,73",,,,,,,,,,,,,
"1666701860,216","1,73","6,27",,,,,,,,,,,,
"1666701860,218",,,"1,73","1,73",,,,,,,,,,
"1666701860,222",,,,,"1,73",,,,,,,,,
"1666701860,227","1,73",,,,,,,,,,,,,
"1666701860,237","1,74",,,,,,,,,,,,,
"1666701860,247","1,74",,,,,,,,,,,,,
"1666701860,257","1,74",,,,,,,,,,,,,
"1666701860,267","1,74",,,,,,,,,,,,,
"1666701860,276","1,74","6,27",,,,,,,,,,,,
"1666701860,278",,,"1,74","1,73",,,,,,,,,,
"1666701860,282",,,,,"1,73",,,,,,,,,
"1666701860,287","1,74",,,,,,,,,,,,,
"1666701860,297","1,74",,,,,,,,,,,,,
"1666701860,307","1,74",,,,,,,,,,,,,
"1666701860,317","1,74",,,,,,,,,,,,,
"1666701860,327","1,74",,,,,,,,,,,,,
"1666701860,336","1,74","6,27",,,,,,,,,,,,
"1666701860,338",,,"1,74","1,74",,,,,,,,,,
"1666701860,342",,,,,"1,73",,,,,,,,,
"1666701860,346","1,74",,,,,,,,,,,,,
"1666701860,357","1,74",,,,,,,,,,,,,
"1666701860,367","1,74",,,,,,,,,,,,,
"1666701860,377","1,74",,,,,,,,,,,,,
"1666701860,387","1,74",,,,,,,,,,,,,
"1666701860,395","1,74","6,27",,,,,,,,,,,,
"1666701860,398",,,"1,74","1,74",,,,,,,,,,
"1666701860,401",,,,,"1,73",,,,,,,,,
"1666701860,406","1,74",,,,,,,,,,,,,
"1666701860,417","1,74",,,,,,,,,,,,,
"1666701860,427","1,74",,,,,,,,,,,,,
"1666701860,437","1,74",,,,,,,,,,,,,
"1666701860,447","1,74",,,,,,,,,,,,,
"1666701860,456","1,74","6,27",,,,,,,,,,,,
"1666701860,458",,,"1,74","1,74",,,,,,,,,,
"1666701860,461",,,,,"1,73",,,,,,,,,
"1666701860,467","1,74",,,,,,,,,,,,,
"1666701860,477","1,74",,,,,,,,,,,,,
"1666701860,487","1,74",,,,,,,,,,,,,
"1666701860,496","1,74",,,,,,,,,,,,,
"1666701860,507","1,74",,,,,,,,,,,,,
"1666701860,515","1,74","6,27",,,,,,,,,,,,
"1666701860,518",,,"1,74","1,74",,,,,,,,,,
"1666701860,521",,,,,"1,73",,,,,,,,,
"1666701860,527","1,74",,,,,,,,,,,,,
"1666701860,536","1,74",,,,,,,,,,,,,
"1666701860,547","1,74",,,,,,,,,,,,,
"1666701860,557","1,74",,,,,,,,,,,,,
"1666701860,567","1,74",,,,,,,,,,,,,
"1666701860,575","1,74","6,27",,,,,,,,,,,,
"1666701860,578",,,"1,74","1,74",,,,,,,,,,
"1666701860,581",,,,,"1,73",,,,,,,,,
"1666701860,586","1,73",,,,,,,,,,,,,
"1666701860,596","1,73",,,,,,,,,,,,,
"1666701860,607","1,73",,,,,,,,,,,,,
