timestamp(ms),StprPos,RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,CrntGyASlw,RawyA,CrnGyASlow,RwGyA,awGyA,RaGyA,mGyA,RawGA,RawGy,CrntyASlow,CrntGyASlo,mRrCA,FGyA,CrntGyAlow,SmRrA,SmRCA,StprPo,CrtGyASlow,CntGyASlow,Stpros,FlGA,SRrCA,rntGyASlow,SmrCA,CrntGASlow,SmyA,FlyA,CrntGySlow,SmRrC,SGyA,CrntGyASow,SmGA,SmGy,FlGy,
"1666958171,378",,"1,86","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,381",,,,"1,86","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,384",,,,,,"5,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,431","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,439",,"2,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,449",,"2,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,459",,"2,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,469",,"2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,479",,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,488",,"2,16","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,491",,,,"2,16","1,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,494",,,,,,"5,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,553","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,56",,"2,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,57",,"2,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,58",,"2,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,589",,"2,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,599",,"2,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,608",,"2,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,609",,,"5,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,611",,,,"2,43","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,615",,,,,,"4,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,673","3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,68",,"2,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,69",,"2,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,7",,"2,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,71",,"2,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,719",,"2,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,728",,"2,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,729",,,"5,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,731",,,,"2,58","2,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,735",,,,,,"4,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,787","4,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,8",,"2,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,81",,"2,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,82",,"2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,83",,"2,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,839",,"2,71","5,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,841",,,,"2,71","2,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,845",,,,,,"4,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,886","4,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,9",,"2,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,91",,"2,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,92",,"2,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,93",,"2,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,938",,"2,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,939",,,"5,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,941",,,,"2,83","2,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,944",,,,,,"4,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,982","5,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958171,99",,"2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172",,"2,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,01",,"2,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,02",,"2,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,029",,"2,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,038",,"2,98","5,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,041",,,,"2,98","2,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,044",,,,,,"4,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,085","5,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,1",,"3,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,11",,"3,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,12",,"3,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,13",,"3,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,139",,"3,11","5,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,141",,,,"3,11","2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,145",,,,,,"4,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,177","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,19",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,2",,"3,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,21",,"3,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,22",,"3,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,228",,"3,19","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,231",,,,"3,19","3,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,235",,,,,,"4,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,264","6,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,28",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,289",,"3,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,3",,"3,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,31",,"3,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,319",,"3,17","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,321",,,,"3,17","2,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,325",,,,,,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,343","5,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,35",,"3,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,359",,"3,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,37",,"3,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,38",,"3,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,39",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,398",,"3,17","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,401",,,,"3,17","3,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,405",,,,,,"4,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,44","6,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,449",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,46",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,469",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,48",,"3,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,488",,"3,15","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,491",,,,"3,15","3,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,494",,,,,,"4,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,515","6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,53",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,54",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,55",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,56",,"3,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,568",,"3,15","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,571",,,,"3,15","3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,574",,,,,,"4,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,591","6,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,6",,"3,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,61",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,62",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,63",,"3,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,64",,"3,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,649",,"3,14","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,651",,,,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,652",,,,,"3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,655",,,,,,"4,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,669","6,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,68",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,69",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,7",,"3,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,709",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,719",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,729",,"3,15","5,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,731",,,,"3,15","3,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,735",,,,,,"4,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,748","6,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,76",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,77",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,78",,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,79",,"3,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,799",,"3,15","5,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,801",,,,"3,15","3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,805",,,,,,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,816","6,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,83",,"3,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,84",,"3,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,85",,"3,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,86",,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,869",,"3,09","5,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,871",,,,"3,09","3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,875",,,,,,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,879",,"3,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,89",,"3,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,9",,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,91",,"3,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,92",,"3,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,928",,"3,02","5,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,931",,,,"3,02","3,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,935",,,,,,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,94",,"3,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,95",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,96",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,97",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,98",,"2,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,988",,"2,99","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,991",,,,"2,99","3,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958172,995",,,,,,"4,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,003","6,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,01",,"2,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,02",,"2,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,03",,"2,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,04",,"2,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,05",,"2,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,058",,"2,91","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,061",,,,"2,91","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,064",,,,,,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,07",,"2,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,08",,"2,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,09",,"2,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,1",,"2,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,11",,"2,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,118",,"2,8","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,121",,,,"2,8","2,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,125",,,,,,"4,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,13",,"2,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,14",,"2,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,15",,"2,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,16",,"2,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,17",,"2,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,179",,"2,68","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,181",,,,"2,68","2,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,185",,,,,,"4,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,202","6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,21",,"2,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,22",,"2,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,23",,"2,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,24",,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,249",,"2,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,258",,"2,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,259",,,"5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,261",,,,"2,56","2,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,265",,,,,,"4,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,28","6,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,29",,"2,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,3",,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,31",,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,32",,"2,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,33",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,339",,"2,47","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,341",,,,"2,47","2,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,345",,,,,,"4,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,359","6,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,37",,"2,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,38",,"2,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,39",,"2,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,4",,"2,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,41",,"2,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,419",,"2,45","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,421",,,,"2,45","2,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,425",,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,43",,"2,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,44",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,45",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,46",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,47",,"2,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,479",,"2,48","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,481",,,,"2,48","2,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,485",,,,,,"3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,49",,"2,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,5",,"2,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,51",,"2,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,52",,"2,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,53",,"2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,539",,"2,43","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,541",,,,"2,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,542",,,,,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,545",,,,,,"3,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,55",,"2,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,56",,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,57",,"2,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,58",,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,59",,"2,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,599",,"2,38","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,602",,,,"2,38","2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,605",,,,,,"3,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,61",,"2,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,62",,"2,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,63",,"2,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,64",,"2,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,65",,"2,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,659",,"2,34","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,661",,,,"2,34","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,665",,,,,,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,67",,"2,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,68",,"2,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,69",,"2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,7",,"2,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,71",,"2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,719",,"2,31","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,721",,,,"2,31","2,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,725",,,,,,"3,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,733","6,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,74",,"2,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,75",,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,76",,"2,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
