timestamp(ms),StprPos,RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,CrntGyASlw,RawyA,CrnGyASlow,RwGyA,awGyA,RaGyA,mGyA,RawGA,RawGy,CrntyASlow,CrntGyASlo,mRrCA,FGyA,CrntGyAlow,SmRrA,SmRCA,StprPo,CrtGyASlow,CntGyASlow,Stpros,FlGA,SRrCA,rntGyASlow,SmrCA,CrntGASlow,SmyA,FlyA,CrntGySlow,SmRrC,SGyA,CrntGyASow,SmGA,SmGy,FlGy,
"1666958173,77",,"2,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,78",,"2,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,789",,"2,26","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,791",,,,"2,26","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,795",,,,,,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,8",,"2,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,81",,"2,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,82",,"2,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,83",,"2,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,84",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,849",,"2,18","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,851",,,,"2,18","2,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,855",,,,,,"3,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,86",,"2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,87",,"2,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,88",,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,89",,"2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,9",,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,909",,"2,07","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,911",,,,"2,07","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,915",,,,,,"3,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,92",,"2,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,93",,"2,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,94",,"2,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,95",,"2,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,96",,"2,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,968",,"2,03","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,971",,,,"2,03","2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,975",,,,,,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958173,988","6,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174",,"2,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,01",,"2,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,02",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,03",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,039",,"2","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,041",,,,"2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,045",,,,,,"3,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,05",,"1,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,06",,"1,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,07",,"1,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,08",,"1,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,09",,"1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,099",,"1,96","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,101",,,,"1,96","2,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,105",,,,,,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,11",,"1,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,12",,"1,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,13",,"1,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,14",,"1,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,15",,"1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,159",,"1,91","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,161",,,,"1,91","1,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,165",,,,,,"3,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,17",,"1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,18",,"1,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,19",,"1,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,2",,"1,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,21",,"1,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,219",,"1,9","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,222",,,,"1,9","1,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,225",,,,,,"3,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,23",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,24",,"1,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,25",,"1,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,26",,"1,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,27",,"1,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,279",,"1,85","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,281",,,,"1,85","1,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,285",,,,,,"3,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,29",,"1,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,3",,"1,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,31",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,32",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,33",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,339",,"1,85","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,341",,,,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,342",,,,,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,345",,,,,,"3,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,35",,"1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,36",,"1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,37",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,38",,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,39",,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,399",,"1,82","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,402",,,,"1,82","1,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,405",,,,,,"3,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,416","6,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,43",,"1,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,44",,"1,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,45",,"1,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,46",,"1,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,469",,"1,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,47",,,"5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,472",,,,"1,81","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,475",,,,,,"3,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,48",,"1,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,49",,"1,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,5",,"1,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,51",,"1,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,52",,"1,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,529",,"1,76","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,531",,,,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,532",,,,,"1,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,535",,,,,,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,542","6,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,55",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,56",,"1,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,57",,"1,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,58",,"1,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,59",,"1,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,599",,"1,75","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,601",,,,"1,75","1,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,605",,,,,,"3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,61",,"1,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,62",,"1,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,63",,"1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,64",,"1,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,65",,"1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,659",,"1,73","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,662",,,,"1,73","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,665",,,,,,"3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,676","6,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,69",,"1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,7",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,71",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,72",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,729",,"1,72","5,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,732",,,,"1,72","1,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,735",,,,,,"3,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,74",,"1,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,75",,"1,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,76",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,77",,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,78",,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,789",,"1,7","5,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,791",,,,"1,7","1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,795",,,,,,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,807","6,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,82",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,83",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,84",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,85",,"1,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,859",,"1,67","5,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,862",,,,"1,67","1,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,865",,,,,,"3,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,87",,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,88",,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,89",,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,9",,"1,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,91",,"1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,919",,"1,63","5,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,922",,,,"1,63","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,925",,,,,,"2,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,935","6,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,95",,"1,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,96",,"1,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,97",,"1,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,98",,"1,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,989",,"1,6","5,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,992",,,,"1,6","1,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958174,995",,,,,,"2,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175",,"1,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,01",,"1,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,02",,"1,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,03",,"1,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,04",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,049",,"1,56","5,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,051",,,,"1,56","1,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,055",,,,,,"2,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,06",,"1,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,07",,"1,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,08",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,09",,"1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,1",,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,109",,"1,48","5,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,112",,,,"1,48","1,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,115",,,,,,"2,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,12",,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,13",,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,14",,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,15",,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,16",,"1,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,169",,"1,42","5,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,172",,,,"1,42","1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,175",,,,,,"2,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,18",,"1,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,19",,"1,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,2",,"1,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,21",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,22",,"1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,229",,"1,39","5,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,231",,,,"1,39","1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,235",,,,,,"2,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,24",,"1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,25",,"1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,26",,"1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,27",,"1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,28",,"1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,289",,"1,38","5,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,292",,,,"1,38","1,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,295",,,,,,"2,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,3",,"1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,31",,"1,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,32",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,33",,"1,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,34",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,349",,"1,35","5,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,352",,,,"1,35","1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,355",,,,,,"2,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,365","6,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,38",,"1,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,39",,"1,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,4",,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,41",,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,419",,"1,33","5,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,422",,,,"1,33","1,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,425",,,,,,"2,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,43",,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,44",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,45",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,46",,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,47",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,479",,"1,32","5,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,482",,,,"1,32","1,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,485",,,,,,"2,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,495","6,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,51",,"1,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,52",,"1,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,53",,"1,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,54",,"1,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,549",,"1,32","5,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,552",,,,"1,32","1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,555",,,,,,"2,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,56",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,57",,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,58",,"1,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,59",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,6",,"1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,609",,"1,4","5,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,612",,,,"1,4","1,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,615",,,,,,"2,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,634","7,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,641",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,65",,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,66",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,67",,"1,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,68",,"1,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,689",,"1,6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,692",,,,"1,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,695",,,,,,"2,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,721","7,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,73",,"1,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,74",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,75",,"1,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,76",,"1,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958175,77",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
